"","SLA.6.comps"
"(Intercept)",228.478590022589
"Wave_350",14.1779433428321
"Wave_351",13.8962750759126
"Wave_352",18.1579766456495
"Wave_353",15.7510404413123
"Wave_354",13.0541484791916
"Wave_355",12.8538336850305
"Wave_356",15.5356694297429
"Wave_357",17.4315192707262
"Wave_358",18.846946693557
"Wave_359",18.2383955944556
"Wave_360",13.6153699254729
"Wave_361",15.5626519993386
"Wave_362",17.263015444157
"Wave_363",15.1538915103526
"Wave_364",13.6326094831817
"Wave_365",14.6312562366821
"Wave_366",16.279606307185
"Wave_367",16.6566009818033
"Wave_368",17.2846678959373
"Wave_369",16.0242762521181
"Wave_370",14.872331566106
"Wave_371",16.7599975832251
"Wave_372",16.9820832906353
"Wave_373",17.0858159823937
"Wave_374",17.9618201243442
"Wave_375",19.2859468005538
"Wave_376",19.3220201698462
"Wave_377",19.8570871260375
"Wave_378",21.474437768639
"Wave_379",20.4744428766614
"Wave_380",21.9885553038991
"Wave_381",23.99608087019
"Wave_382",23.4581160213144
"Wave_383",24.1038826988619
"Wave_384",25.2580215502859
"Wave_385",26.0666216421472
"Wave_386",25.9320427035142
"Wave_387",27.2258692212356
"Wave_388",28.5915754687012
"Wave_389",29.2634623943222
"Wave_390",30.039691261414
"Wave_391",31.7061354660255
"Wave_392",33.1653830151809
"Wave_393",33.4023120870088
"Wave_394",33.1155424265502
"Wave_395",34.044884640891
"Wave_396",35.9023029999023
"Wave_397",37.2592667553231
"Wave_398",37.2150300879303
"Wave_399",37.7285383702601
"Wave_400",38.9746129003945
"Wave_401",38.9204701115745
"Wave_402",38.6712455182047
"Wave_403",39.1146443272481
"Wave_404",40.3947141899463
"Wave_405",41.1434385884772
"Wave_406",41.0618718238043
"Wave_407",40.6697303008615
"Wave_408",40.6289916998501
"Wave_409",40.1202261027233
"Wave_410",39.9655554116616
"Wave_411",39.8990237327786
"Wave_412",38.6694706296872
"Wave_413",37.3896365242273
"Wave_414",36.3620647452265
"Wave_415",35.4793303973141
"Wave_416",34.090289866307
"Wave_417",32.6020762392097
"Wave_418",31.2028340463816
"Wave_419",29.9338863487993
"Wave_420",28.5582941530241
"Wave_421",26.9378298803294
"Wave_422",25.3732435106239
"Wave_423",24.4161765237924
"Wave_424",22.7271589548288
"Wave_425",21.151825297736
"Wave_426",20.1580450895938
"Wave_427",18.8077834247127
"Wave_428",17.2642186887716
"Wave_429",15.6959926885002
"Wave_430",14.2495522802925
"Wave_431",12.8055391348252
"Wave_432",11.5885625868165
"Wave_433",10.4417260388807
"Wave_434",8.95317105648235
"Wave_435",7.93947068093289
"Wave_436",6.91550711160012
"Wave_437",5.63748147731756
"Wave_438",4.77361032180446
"Wave_439",3.91166368837938
"Wave_440",3.03975817373318
"Wave_441",2.27499864141836
"Wave_442",1.66422011604601
"Wave_443",1.32425709629796
"Wave_444",0.950350085667844
"Wave_445",-0.0348187375290565
"Wave_446",-0.332945173542464
"Wave_447",-0.602989797086598
"Wave_448",-1.29170039898837
"Wave_449",-1.63387174986722
"Wave_450",-1.92714198879999
"Wave_451",-2.14713083711608
"Wave_452",-2.26457455190127
"Wave_453",-2.81720549879497
"Wave_454",-3.19494172472798
"Wave_455",-3.30426988915668
"Wave_456",-3.60845148086949
"Wave_457",-3.96479473654519
"Wave_458",-4.39347901997678
"Wave_459",-4.86001808516695
"Wave_460",-5.11634865508048
"Wave_461",-5.52942430230687
"Wave_462",-6.09977935303153
"Wave_463",-6.62754252464118
"Wave_464",-6.75600683097484
"Wave_465",-6.95315273056791
"Wave_466",-7.36436249662802
"Wave_467",-7.71036260515136
"Wave_468",-7.99679440246558
"Wave_469",-8.25924949113529
"Wave_470",-8.51090856087016
"Wave_471",-8.64141270470172
"Wave_472",-8.94316015802312
"Wave_473",-9.24276533888066
"Wave_474",-9.22863934401186
"Wave_475",-9.41663039731845
"Wave_476",-9.62830787786208
"Wave_477",-9.79287823523251
"Wave_478",-10.063639790052
"Wave_479",-10.2280983181231
"Wave_480",-10.3321665394496
"Wave_481",-10.4394141556857
"Wave_482",-10.410677701421
"Wave_483",-10.568847129141
"Wave_484",-10.8857911907513
"Wave_485",-11.1119826643618
"Wave_486",-11.17781600615
"Wave_487",-11.195157130652
"Wave_488",-11.2846060701471
"Wave_489",-11.5455483421459
"Wave_490",-11.7587867126115
"Wave_491",-11.8175303766078
"Wave_492",-11.7369700471887
"Wave_493",-11.8363048441901
"Wave_494",-12.0089831401698
"Wave_495",-12.0839304456391
"Wave_496",-11.8915272759079
"Wave_497",-11.7966801484744
"Wave_498",-11.7049985455584
"Wave_499",-11.5402863988703
"Wave_500",-11.436663574387
"Wave_501",-11.1749542189692
"Wave_502",-10.8084111966496
"Wave_503",-10.4590060941208
"Wave_504",-10.026671513957
"Wave_505",-9.60360419260159
"Wave_506",-9.08995460439118
"Wave_507",-8.2109557719523
"Wave_508",-7.40244594383077
"Wave_509",-6.68794256477277
"Wave_510",-5.95041416988146
"Wave_511",-4.93272465588109
"Wave_512",-3.88813603918562
"Wave_513",-2.8136937620513
"Wave_514",-1.58380840006091
"Wave_515",-0.257976726696565
"Wave_516",1.21789104688665
"Wave_517",2.81659118488975
"Wave_518",4.39089747837663
"Wave_519",6.0587956394116
"Wave_520",7.78356432716202
"Wave_521",9.50280760408318
"Wave_522",11.198845507793
"Wave_523",12.855745324369
"Wave_524",14.4422205214107
"Wave_525",15.9265250735267
"Wave_526",17.4950621394152
"Wave_527",18.9682345482734
"Wave_528",20.2089698307119
"Wave_529",21.2349647940745
"Wave_530",22.3865639195419
"Wave_531",23.387099382759
"Wave_532",23.8953179081015
"Wave_533",24.4197529103768
"Wave_534",24.8676655076213
"Wave_535",25.1624644251886
"Wave_536",25.2776326011169
"Wave_537",25.3428259738939
"Wave_538",25.2962944628938
"Wave_539",25.09821213471
"Wave_540",24.8794454415375
"Wave_541",24.5720866520971
"Wave_542",24.201979984406
"Wave_543",23.8349208615767
"Wave_544",23.4600259938526
"Wave_545",23.0888719655161
"Wave_546",22.7226807553691
"Wave_547",22.3458724969059
"Wave_548",21.9873534229129
"Wave_549",21.6740685968637
"Wave_550",21.3935511435071
"Wave_551",21.000086303722
"Wave_552",20.5660778437594
"Wave_553",20.1297168868578
"Wave_554",19.6932869397551
"Wave_555",19.2108630107624
"Wave_556",18.6143595726687
"Wave_557",17.8748712354836
"Wave_558",17.036832710489
"Wave_559",16.1688401534564
"Wave_560",15.2111869340132
"Wave_561",14.0874403720266
"Wave_562",12.9386782079266
"Wave_563",11.7236860626963
"Wave_564",10.4651211449365
"Wave_565",9.26437116140163
"Wave_566",8.03394867547041
"Wave_567",6.7092183178708
"Wave_568",5.31155937289876
"Wave_569",4.09099035762344
"Wave_570",2.89237442730555
"Wave_571",1.72243512033991
"Wave_572",0.681752375316536
"Wave_573",-0.247304580483848
"Wave_574",-1.09781711951785
"Wave_575",-1.93727134101559
"Wave_576",-2.88011429142503
"Wave_577",-3.87667444342881
"Wave_578",-4.92766454249325
"Wave_579",-6.00849480543974
"Wave_580",-6.93055189784171
"Wave_581",-7.83811279994809
"Wave_582",-8.74260898937716
"Wave_583",-9.52306921142767
"Wave_584",-10.1103240066837
"Wave_585",-10.5771332024402
"Wave_586",-11.0371724186729
"Wave_587",-11.6292975988871
"Wave_588",-12.37446742671
"Wave_589",-13.1604194000024
"Wave_590",-13.8397618503581
"Wave_591",-14.5238557739962
"Wave_592",-15.1897993034438
"Wave_593",-15.8118360879783
"Wave_594",-16.3773168431366
"Wave_595",-16.7405475231434
"Wave_596",-16.9820973182835
"Wave_597",-17.2152317275784
"Wave_598",-17.4227423285745
"Wave_599",-17.6161744466254
"Wave_600",-17.7901024555456
"Wave_601",-17.9292435780367
"Wave_602",-18.0726193399564
"Wave_603",-18.1920619499956
"Wave_604",-18.2668651034314
"Wave_605",-18.3048204660808
"Wave_606",-18.351327955475
"Wave_607",-18.445622508395
"Wave_608",-18.6001442465058
"Wave_609",-18.734096300872
"Wave_610",-18.8121062263958
"Wave_611",-18.8752197293363
"Wave_612",-19.0326874925538
"Wave_613",-19.1779071045909
"Wave_614",-19.3519180070916
"Wave_615",-19.5900427869049
"Wave_616",-19.8256711471464
"Wave_617",-20.1120363555794
"Wave_618",-20.4323047667617
"Wave_619",-20.7319545779717
"Wave_620",-20.9605294480658
"Wave_621",-21.1725058774342
"Wave_622",-21.3965606689062
"Wave_623",-21.6081323506578
"Wave_624",-21.7821167881453
"Wave_625",-21.9171097802388
"Wave_626",-22.0330566712577
"Wave_627",-22.1922378352996
"Wave_628",-22.3523089128027
"Wave_629",-22.5505187912642
"Wave_630",-22.8732027339001
"Wave_631",-23.1794698918608
"Wave_632",-23.5820736465872
"Wave_633",-24.1562827681649
"Wave_634",-24.8243468425261
"Wave_635",-25.5749905499361
"Wave_636",-26.4170332150647
"Wave_637",-27.3612429650204
"Wave_638",-28.3782413354764
"Wave_639",-29.3824462980518
"Wave_640",-30.3329585838718
"Wave_641",-31.239420427743
"Wave_642",-32.022662642811
"Wave_643",-32.6913282654271
"Wave_644",-33.2677344880975
"Wave_645",-33.7607333052128
"Wave_646",-34.0331400199455
"Wave_647",-34.115167211685
"Wave_648",-34.1273324480201
"Wave_649",-34.1242410018146
"Wave_650",-33.8722175200403
"Wave_651",-33.3418611127578
"Wave_652",-32.8296131279516
"Wave_653",-32.2647407913924
"Wave_654",-31.6428880830311
"Wave_655",-30.980123327283
"Wave_656",-30.3135558591009
"Wave_657",-29.702818916408
"Wave_658",-29.1598439332324
"Wave_659",-28.6578476829338
"Wave_660",-28.177566372365
"Wave_661",-27.7167926709107
"Wave_662",-27.2859255210726
"Wave_663",-26.9077558459915
"Wave_664",-26.6018031283722
"Wave_665",-26.2942376689663
"Wave_666",-25.9149453031022
"Wave_667",-25.5802070635657
"Wave_668",-25.2485356039381
"Wave_669",-24.8903055288459
"Wave_670",-24.4976162048233
"Wave_671",-24.1416312630723
"Wave_672",-23.7527493970683
"Wave_673",-23.2832762594514
"Wave_674",-22.7974057173302
"Wave_675",-22.3098880717938
"Wave_676",-21.8027470421705
"Wave_677",-21.245088461023
"Wave_678",-20.6360652911892
"Wave_679",-20.0436655661106
"Wave_680",-19.495670990869
"Wave_681",-18.9701023409484
"Wave_682",-18.5282885590648
"Wave_683",-18.1855106097322
"Wave_684",-17.9465093938301
"Wave_685",-17.8260213214202
"Wave_686",-17.8404799661721
"Wave_687",-17.8802351016806
"Wave_688",-17.7767586427237
"Wave_689",-17.5211097026496
"Wave_690",-17.0747830082511
"Wave_691",-16.3276437124128
"Wave_692",-15.0661597900392
"Wave_693",-13.3094304024774
"Wave_694",-11.164231561303
"Wave_695",-8.72962898849151
"Wave_696",-5.94330537389637
"Wave_697",-2.94548780681597
"Wave_698",0.132982516767806
"Wave_699",3.15171200940291
"Wave_700",6.00324007093755
"Wave_701",8.58418589114876
"Wave_702",10.7790560575368
"Wave_703",12.5081105019635
"Wave_704",13.8484417302035
"Wave_705",14.8162540816362
"Wave_706",15.4404033399831
"Wave_707",15.8677975356198
"Wave_708",16.1567320938101
"Wave_709",16.2646320405704
"Wave_710",16.1168029061563
"Wave_711",15.9609536203388
"Wave_712",15.8479375325981
"Wave_713",15.7912115399151
"Wave_714",15.7684634349648
"Wave_715",15.8694308700443
"Wave_716",16.0728088715266
"Wave_717",16.3258489986464
"Wave_718",16.5207190682639
"Wave_719",16.9486823648155
"Wave_720",17.5914669068444
"Wave_721",18.2097932371646
"Wave_722",18.8725949224715
"Wave_723",19.6498484412211
"Wave_724",20.5581102576344
"Wave_725",21.5311833882981
"Wave_726",22.5430907985468
"Wave_727",23.5019751283584
"Wave_728",24.3776012310284
"Wave_729",25.4400050790668
"Wave_730",26.4522039094784
"Wave_731",27.3721137415022
"Wave_732",28.3134024388383
"Wave_733",29.2270964575572
"Wave_734",29.9834052314285
"Wave_735",30.5369875572917
"Wave_736",31.0141883920304
"Wave_737",31.5076417291847
"Wave_738",31.9787067218432
"Wave_739",32.3597416603144
"Wave_740",32.6771194346137
"Wave_741",32.8833999295675
"Wave_742",33.1140179998085
"Wave_743",33.5585182382837
"Wave_744",33.7416605319117
"Wave_745",33.5772412640129
"Wave_746",33.2135443522031
"Wave_747",33.065899849121
"Wave_748",32.8742560792801
"Wave_749",32.6348851357005
"Wave_750",32.3901287183673
"Wave_751",32.129648311368
"Wave_752",31.6966366399664
"Wave_753",31.1864820259997
"Wave_754",30.8094742165371
"Wave_755",30.3534489859256
"Wave_756",29.9483505063774
"Wave_757",29.6238564360405
"Wave_758",29.2377219806579
"Wave_759",29.1307014936863
"Wave_760",28.9050491586898
"Wave_761",28.2613799428966
"Wave_762",27.6670357539191
"Wave_763",27.1974727392993
"Wave_764",26.8010552404254
"Wave_765",26.3590246452249
"Wave_766",25.8492942851892
"Wave_767",25.3702029040169
"Wave_768",24.9664163443276
"Wave_769",24.6127434033583
"Wave_770",24.286508362836
"Wave_771",24.0223949583148
"Wave_772",23.7937663493438
"Wave_773",23.4154723213379
"Wave_774",22.9225216417424
"Wave_775",22.4537704937513
"Wave_776",22.1297242215697
"Wave_777",21.771120048194
"Wave_778",21.4370257812402
"Wave_779",21.1264841233547
"Wave_780",20.7959722752914
"Wave_781",20.5331488208073
"Wave_782",20.3812936601819
"Wave_783",20.2785297936975
"Wave_784",20.0187071615475
"Wave_785",19.5809354106831
"Wave_786",19.0840503368059
"Wave_787",18.6693070384274
"Wave_788",18.382799624072
"Wave_789",18.2020559456953
"Wave_790",18.131358157259
"Wave_791",18.1405739764663
"Wave_792",17.918111628377
"Wave_793",17.6119644213256
"Wave_794",17.3237024538398
"Wave_795",17.0591208411661
"Wave_796",16.8433223963938
"Wave_797",16.7045659902589
"Wave_798",16.611840694025
"Wave_799",16.4165677946594
"Wave_800",16.2023368621992
"Wave_801",15.9970722288122
"Wave_802",15.8313480926991
"Wave_803",15.8407427312382
"Wave_804",15.6425939053818
"Wave_805",15.3249224009696
"Wave_806",15.2295275109989
"Wave_807",15.0320389361181
"Wave_808",14.7100397852961
"Wave_809",14.3229548367761
"Wave_810",13.9876750475295
"Wave_811",13.7816486923686
"Wave_812",13.5664957425778
"Wave_813",13.2464041523125
"Wave_814",12.9203003306743
"Wave_815",12.7629518650151
"Wave_816",12.6950457962026
"Wave_817",12.5597903341376
"Wave_818",12.338717625002
"Wave_819",12.0382057737686
"Wave_820",11.7751513479561
"Wave_821",11.670575174669
"Wave_822",11.3096591608006
"Wave_823",10.9115593980405
"Wave_824",10.6420271447474
"Wave_825",10.5040307499288
"Wave_826",10.2502936036624
"Wave_827",9.84151177740601
"Wave_828",9.40621095977614
"Wave_829",9.32877889149914
"Wave_830",9.01413326246775
"Wave_831",8.58983205654026
"Wave_832",8.32837539217796
"Wave_833",8.11919935205994
"Wave_834",7.78883273222728
"Wave_835",7.42250210374292
"Wave_836",7.19260453547454
"Wave_837",6.80795746536798
"Wave_838",6.47662979193725
"Wave_839",6.24777136363763
"Wave_840",5.99406299620028
"Wave_841",5.84180907335946
"Wave_842",5.63086401243719
"Wave_843",5.29005849040361
"Wave_844",4.95163388732761
"Wave_845",4.90423810466949
"Wave_846",4.80281692939989
"Wave_847",4.4119468349236
"Wave_848",4.2343283068869
"Wave_849",4.02731345421356
"Wave_850",3.77402336730244
"Wave_851",3.53138463494584
"Wave_852",3.30127312128172
"Wave_853",3.21192481219136
"Wave_854",3.18853926251351
"Wave_855",3.03459485508548
"Wave_856",2.66417046297752
"Wave_857",2.38613289679415
"Wave_858",2.27714431550649
"Wave_859",2.14497851026884
"Wave_860",1.93338596268957
"Wave_861",1.77193201985867
"Wave_862",1.61673820229056
"Wave_863",1.13077337005408
"Wave_864",0.80041017058821
"Wave_865",0.523759361360911
"Wave_866",0.188410178833773
"Wave_867",0.00913811216961058
"Wave_868",-0.178555657040584
"Wave_869",-0.345523659971879
"Wave_870",-0.474898733773282
"Wave_871",-0.836773186329051
"Wave_872",-1.1073646551194
"Wave_873",-1.36682643766544
"Wave_874",-1.78963681290493
"Wave_875",-1.90077230441507
"Wave_876",-1.85459095575712
"Wave_877",-1.9315536695943
"Wave_878",-2.38399045848958
"Wave_879",-2.77003763811596
"Wave_880",-3.12261135964779
"Wave_881",-3.42402038177754
"Wave_882",-3.56832462329577
"Wave_883",-3.72270172903972
"Wave_884",-3.75770818906939
"Wave_885",-3.67993175189207
"Wave_886",-3.75774681498994
"Wave_887",-4.05921694223227
"Wave_888",-4.4384554396479
"Wave_889",-4.677299635474
"Wave_890",-4.52510552581145
"Wave_891",-4.60877080784804
"Wave_892",-4.82627408013124
"Wave_893",-4.92037134361305
"Wave_894",-4.84386959894493
"Wave_895",-5.08312857754308
"Wave_896",-5.46048653674506
"Wave_897",-5.60784863295492
"Wave_898",-5.52508163483061
"Wave_899",-5.57564849783002
"Wave_900",-5.82312479857762
"Wave_901",-6.13013892032215
"Wave_902",-6.30483006187199
"Wave_903",-6.53215805943035
"Wave_904",-6.70450915881044
"Wave_905",-6.59533305187033
"Wave_906",-6.62475033556162
"Wave_907",-6.73941283729981
"Wave_908",-7.01416308068493
"Wave_909",-7.57212047702629
"Wave_910",-7.72290365489322
"Wave_911",-7.64122548319715
"Wave_912",-7.63119808962882
"Wave_913",-7.94201382350919
"Wave_914",-8.06148942980322
"Wave_915",-8.26920148456054
"Wave_916",-8.71127089316875
"Wave_917",-9.17584228063441
"Wave_918",-9.29456996853486
"Wave_919",-9.46121623304692
"Wave_920",-9.84495421189976
"Wave_921",-10.0164272995739
"Wave_922",-10.0763961076386
"Wave_923",-10.2028293000718
"Wave_924",-10.5222852756714
"Wave_925",-11.0157266594493
"Wave_926",-11.4176231748431
"Wave_927",-11.6319297131188
"Wave_928",-11.7075517363853
"Wave_929",-11.887024592443
"Wave_930",-11.8013650411913
"Wave_931",-11.6045742157915
"Wave_932",-11.5639252192084
"Wave_933",-11.806704275747
"Wave_934",-12.1327252215148
"Wave_935",-12.4030219208713
"Wave_936",-12.606001403967
"Wave_937",-13.0208470750925
"Wave_938",-13.5134852093796
"Wave_939",-13.8866405013076
"Wave_940",-14.0475172764112
"Wave_941",-14.3036537840275
"Wave_942",-14.5357092726812
"Wave_943",-14.8703189393661
"Wave_944",-15.3565368198285
"Wave_945",-15.4798720605236
"Wave_946",-15.4534610162059
"Wave_947",-15.5436435124492
"Wave_948",-15.9040086720693
"Wave_949",-16.2192520513682
"Wave_950",-16.565203863118
"Wave_951",-16.9751344597692
"Wave_952",-17.3932915551196
"Wave_953",-17.5057063462324
"Wave_954",-17.6052269916105
"Wave_955",-17.7856022603972
"Wave_956",-18.0091973220558
"Wave_957",-18.155170379417
"Wave_958",-18.2748159549857
"Wave_959",-18.4056374983656
"Wave_960",-18.5592871467108
"Wave_961",-18.6852983491255
"Wave_962",-18.754012441826
"Wave_963",-18.8302395230657
"Wave_964",-18.978445826698
"Wave_965",-19.0956132878866
"Wave_966",-19.2535617869975
"Wave_967",-19.3330106088774
"Wave_968",-19.2802112813868
"Wave_969",-19.5608208901657
"Wave_970",-19.8499392972458
"Wave_971",-20.0230675996374
"Wave_972",-20.1010464156001
"Wave_973",-20.2735646079433
"Wave_974",-20.3603568341219
"Wave_975",-20.4718341205028
"Wave_976",-20.7039946295445
"Wave_977",-20.7582972608511
"Wave_978",-20.8511640750729
"Wave_979",-20.9631164492148
"Wave_980",-21.0836546904011
"Wave_981",-21.4630745102944
"Wave_982",-21.5988181539783
"Wave_983",-21.5845451803164
"Wave_984",-21.7687082105792
"Wave_985",-22.5975424078124
"Wave_986",-22.8415246574499
"Wave_987",-22.9397903723186
"Wave_988",-23.3856174988889
"Wave_989",-23.7636786131425
"Wave_990",-24.0961390835882
"Wave_991",-24.2092745822935
"Wave_992",-24.2262166529061
"Wave_993",-24.7519737679656
"Wave_994",-24.9682930716178
"Wave_995",-25.1028422311402
"Wave_996",-25.3645053411077
"Wave_997",-25.6217206431353
"Wave_998",-25.9351928851563
"Wave_999",-26.2243872615465
"Wave_1000",-26.4516801514401
"Wave_1001",-19.8256923042948
"Wave_1002",-19.7212254801908
"Wave_1003",-19.5346226066124
"Wave_1004",-19.2346528849604
"Wave_1005",-18.9414959922121
"Wave_1006",-18.69886117614
"Wave_1007",-18.3769715770839
"Wave_1008",-18.1251864688905
"Wave_1009",-17.9453512845086
"Wave_1010",-17.7711269090606
"Wave_1011",-17.5443590227907
"Wave_1012",-17.3018598435121
"Wave_1013",-17.0596623485106
"Wave_1014",-16.8029672206821
"Wave_1015",-16.458119718445
"Wave_1016",-16.2178597602009
"Wave_1017",-16.0070133785638
"Wave_1018",-15.8416270397666
"Wave_1019",-15.7293831856201
"Wave_1020",-15.5989299774237
"Wave_1021",-15.4985278085738
"Wave_1022",-15.4023832761438
"Wave_1023",-15.3083039571945
"Wave_1024",-15.3169536070835
"Wave_1025",-15.3512759429381
"Wave_1026",-15.4103490092857
"Wave_1027",-15.5284412224756
"Wave_1028",-15.7045058510927
"Wave_1029",-15.8903970956813
"Wave_1030",-16.0981220043156
"Wave_1031",-16.3997874713747
"Wave_1032",-16.6515248114838
"Wave_1033",-16.9606600640839
"Wave_1034",-17.3799378581924
"Wave_1035",-17.8158266432197
"Wave_1036",-18.3027573950594
"Wave_1037",-18.8546115263806
"Wave_1038",-19.3754063134624
"Wave_1039",-19.894892109166
"Wave_1040",-20.398258769652
"Wave_1041",-20.8799390529998
"Wave_1042",-21.3850379168841
"Wave_1043",-21.8846319529744
"Wave_1044",-22.4370627963097
"Wave_1045",-22.9391798190831
"Wave_1046",-23.4391710504794
"Wave_1047",-23.9117918343994
"Wave_1048",-24.2909982997394
"Wave_1049",-24.6980246159323
"Wave_1050",-25.1327879253188
"Wave_1051",-25.5325141035635
"Wave_1052",-25.8681960948211
"Wave_1053",-26.1320506559238
"Wave_1054",-26.3217260509449
"Wave_1055",-26.4893834573553
"Wave_1056",-26.5969307968292
"Wave_1057",-26.6605461278437
"Wave_1058",-26.7504170918327
"Wave_1059",-26.7987057681107
"Wave_1060",-26.7400607274589
"Wave_1061",-26.6615813922106
"Wave_1062",-26.5025315485845
"Wave_1063",-26.2769769111648
"Wave_1064",-26.0739557134625
"Wave_1065",-25.7205751274981
"Wave_1066",-25.3055909866497
"Wave_1067",-24.7768308623155
"Wave_1068",-24.3065826191018
"Wave_1069",-23.7566479183488
"Wave_1070",-23.2964479409842
"Wave_1071",-22.9150487823275
"Wave_1072",-22.4977129797834
"Wave_1073",-21.99452190893
"Wave_1074",-21.5035326623956
"Wave_1075",-20.9961025097885
"Wave_1076",-20.4403157753987
"Wave_1077",-19.929726348515
"Wave_1078",-19.4141166838372
"Wave_1079",-18.9029538197961
"Wave_1080",-18.3660502409898
