"","SLA.6.comps"
"Wave_1081",-17.8003318497938
"Wave_1082",-17.2138462787415
"Wave_1083",-16.6355577803287
"Wave_1084",-15.9816824543924
"Wave_1085",-15.2950393075491
"Wave_1086",-14.6572666029615
"Wave_1087",-13.9555407871161
"Wave_1088",-13.2110632023788
"Wave_1089",-12.5255573584097
"Wave_1090",-11.8106402420046
"Wave_1091",-11.1178610163909
"Wave_1092",-10.5176989112722
"Wave_1093",-9.94571506889363
"Wave_1094",-9.40454555948217
"Wave_1095",-8.85488976761806
"Wave_1096",-8.31705460109562
"Wave_1097",-7.75911637355961
"Wave_1098",-7.21813962647708
"Wave_1099",-6.69939364352032
"Wave_1100",-6.22359971803131
"Wave_1101",-5.78684087309651
"Wave_1102",-5.34763674127554
"Wave_1103",-4.90546171990777
"Wave_1104",-4.42902475914669
"Wave_1105",-3.93846387650678
"Wave_1106",-3.48524164853197
"Wave_1107",-3.07808617041949
"Wave_1108",-2.7268512114996
"Wave_1109",-2.42980891428892
"Wave_1110",-2.1711281051344
"Wave_1111",-1.97623500953714
"Wave_1112",-1.7803763698438
"Wave_1113",-1.56811889184314
"Wave_1114",-1.36595628796831
"Wave_1115",-1.12972154827244
"Wave_1116",-0.919814768862473
"Wave_1117",-0.730668673436186
"Wave_1118",-0.583067331879254
"Wave_1119",-0.489869284745369
"Wave_1120",-0.379277837078339
"Wave_1121",-0.317322668194837
"Wave_1122",-0.281044670137237
"Wave_1123",-0.222652867843776
"Wave_1124",-0.154147912121111
"Wave_1125",-0.106345025749045
"Wave_1126",-0.0512443946704044
"Wave_1127",-0.0159162527441659
"Wave_1128",-0.0126707522043468
"Wave_1129",-0.0146497739365623
"Wave_1130",-0.0261113575279506
"Wave_1131",-0.0341689748487131
"Wave_1132",-0.0870627716502783
"Wave_1133",-0.169845354319859
"Wave_1134",-0.266427191501892
"Wave_1135",-0.399460495203038
"Wave_1136",-0.479479654036391
"Wave_1137",-0.546881310147113
"Wave_1138",-0.647755654601633
"Wave_1139",-0.757744529893557
"Wave_1140",-0.867150192437384
"Wave_1141",-1.00694070453509
"Wave_1142",-1.13779625728037
"Wave_1143",-1.20800368190567
"Wave_1144",-1.27288967478169
"Wave_1145",-1.30489366662845
"Wave_1146",-1.29554225406803
"Wave_1147",-1.31267918557498
"Wave_1148",-1.31211199391603
"Wave_1149",-1.31329747180699
"Wave_1150",-1.35416800162472
"Wave_1151",-1.37175474605952
"Wave_1152",-1.36663743351491
"Wave_1153",-1.4079405389995
"Wave_1154",-1.46343547135273
"Wave_1155",-1.51402081490939
"Wave_1156",-1.60326289980278
"Wave_1157",-1.67243316823195
"Wave_1158",-1.71735566718099
"Wave_1159",-1.7792030266443
"Wave_1160",-1.85822159981111
"Wave_1161",-1.93654015708429
"Wave_1162",-2.01772801232816
"Wave_1163",-2.11386551172233
"Wave_1164",-2.23793281773925
"Wave_1165",-2.37251788629588
"Wave_1166",-2.50447440057045
"Wave_1167",-2.66504583239238
"Wave_1168",-2.79223737855935
"Wave_1169",-2.89741088753065
"Wave_1170",-3.0065536035008
"Wave_1171",-3.13244379588155
"Wave_1172",-3.21937838482161
"Wave_1173",-3.2797875408489
"Wave_1174",-3.33856653455552
"Wave_1175",-3.39870153898751
"Wave_1176",-3.42986542290857
"Wave_1177",-3.50038550163283
"Wave_1178",-3.61442341120338
"Wave_1179",-3.74869124616897
"Wave_1180",-3.87930450672888
"Wave_1181",-4.00412601358561
"Wave_1182",-4.14231590746705
"Wave_1183",-4.27406425757514
"Wave_1184",-4.40177471330497
"Wave_1185",-4.51855992106727
"Wave_1186",-4.65018581726274
"Wave_1187",-4.74413509131169
"Wave_1188",-4.79101784131445
"Wave_1189",-4.86233004987256
"Wave_1190",-4.92716834024248
"Wave_1191",-4.98627126857193
"Wave_1192",-5.08806235616423
"Wave_1193",-5.22413045260158
"Wave_1194",-5.34749399457786
"Wave_1195",-5.45820419602737
"Wave_1196",-5.54358485218983
"Wave_1197",-5.6066907917696
"Wave_1198",-5.67981615595587
"Wave_1199",-5.76861291262536
"Wave_1200",-5.80960203265441
"Wave_1201",-5.83792776112218
"Wave_1202",-5.84405686507168
"Wave_1203",-5.81313364685112
"Wave_1204",-5.77066709504497
"Wave_1205",-5.71225355263265
"Wave_1206",-5.64361223812118
"Wave_1207",-5.55033423995931
"Wave_1208",-5.45230196354371
"Wave_1209",-5.34773217896865
"Wave_1210",-5.24287484335444
"Wave_1211",-5.13141097575115
"Wave_1212",-5.02621801552244
"Wave_1213",-4.93974672319957
"Wave_1214",-4.87623534887186
"Wave_1215",-4.79870472961175
"Wave_1216",-4.7315661173222
"Wave_1217",-4.64579682955525
"Wave_1218",-4.5368525216438
"Wave_1219",-4.45792732808294
"Wave_1220",-4.39784172973126
"Wave_1221",-4.31564490838588
"Wave_1222",-4.25766735225958
"Wave_1223",-4.15616794033102
"Wave_1224",-3.99686856428068
"Wave_1225",-3.86106320162211
"Wave_1226",-3.78523401055624
"Wave_1227",-3.70397126459716
"Wave_1228",-3.62105901493185
"Wave_1229",-3.55812484846473
"Wave_1230",-3.44613497775317
"Wave_1231",-3.26935528617903
"Wave_1232",-3.13230200608163
"Wave_1233",-3.0083338133357
"Wave_1234",-2.86338355878644
"Wave_1235",-2.71110593042894
"Wave_1236",-2.55913916595389
"Wave_1237",-2.40148170675295
"Wave_1238",-2.23448908576304
"Wave_1239",-2.05541364919412
"Wave_1240",-1.8844735425725
"Wave_1241",-1.70498655430071
"Wave_1242",-1.53367799158908
"Wave_1243",-1.37753571403073
"Wave_1244",-1.21457937954986
"Wave_1245",-1.05427795040506
"Wave_1246",-0.886677275338626
"Wave_1247",-0.696244109648686
"Wave_1248",-0.495312210196619
"Wave_1249",-0.286293922786009
"Wave_1250",-0.0413939819184694
"Wave_1251",0.170683889894224
"Wave_1252",0.374143215428288
"Wave_1253",0.576937545586379
"Wave_1254",0.77680885192846
"Wave_1255",0.957794026978597
"Wave_1256",1.16245653030515
"Wave_1257",1.30243211309944
"Wave_1258",1.40309069757793
"Wave_1259",1.47948675936716
"Wave_1260",1.52104151495702
"Wave_1261",1.52747220150296
"Wave_1262",1.51662165208783
"Wave_1263",1.48330680933347
"Wave_1264",1.39696010888599
"Wave_1265",1.26944721395719
"Wave_1266",1.08258661907822
"Wave_1267",0.849765912570382
"Wave_1268",0.55209558729445
"Wave_1269",0.177463005062269
"Wave_1270",-0.20701570921438
"Wave_1271",-0.668357894061697
"Wave_1272",-1.09613691512181
"Wave_1273",-1.53451013288136
"Wave_1274",-1.97340926554037
"Wave_1275",-2.43407333264603
"Wave_1276",-2.85970529114605
"Wave_1277",-3.29269822481819
"Wave_1278",-3.68850091505342
"Wave_1279",-4.06301930905803
"Wave_1280",-4.39489605956368
"Wave_1281",-4.70283237512583
"Wave_1282",-4.97248873566083
"Wave_1283",-5.18769074329282
"Wave_1284",-5.3461454880215
"Wave_1285",-5.48841978877751
"Wave_1286",-5.62091041806696
"Wave_1287",-5.6410124380381
"Wave_1288",-5.60866658343221
"Wave_1289",-5.51160598209746
"Wave_1290",-5.30763515453359
"Wave_1291",-5.08418296266545
"Wave_1292",-4.83654179839047
"Wave_1293",-4.51447767667597
"Wave_1294",-4.14192449470047
"Wave_1295",-3.69328623103478
"Wave_1296",-3.16111100514067
"Wave_1297",-2.59717374365493
"Wave_1298",-1.93857585936341
"Wave_1299",-1.28633014636572
"Wave_1300",-0.613395194341704
"Wave_1301",0.074725796415648
"Wave_1302",0.79705691359926
"Wave_1303",1.55276608019531
"Wave_1304",2.28949914199615
"Wave_1305",3.04525591379211
"Wave_1306",3.80037564309583
"Wave_1307",4.54803929512269
"Wave_1308",5.29671926521686
"Wave_1309",6.0699841317481
"Wave_1310",6.81435999665457
"Wave_1311",7.53045066614017
"Wave_1312",8.25812362646611
"Wave_1313",9.00131295724801
"Wave_1314",9.70818268012393
"Wave_1315",10.4345816468097
"Wave_1316",11.0848184210325
"Wave_1317",11.6738466671394
"Wave_1318",12.2501330499932
"Wave_1319",12.7941491482248
"Wave_1320",13.2961402855818
"Wave_1321",13.7739278797368
"Wave_1322",14.2160838942397
"Wave_1323",14.6247746703025
"Wave_1324",14.9861284381109
"Wave_1325",15.321125130669
"Wave_1326",15.6352144479924
"Wave_1327",15.9066175321424
"Wave_1328",16.144496755669
"Wave_1329",16.3314932246078
"Wave_1330",16.4674520023978
"Wave_1331",16.5960844847267
"Wave_1332",16.6748590007641
"Wave_1333",16.753327001837
"Wave_1334",16.8372771726093
"Wave_1335",16.881501332936
"Wave_1336",16.8907887641703
"Wave_1337",16.8898250491039
"Wave_1338",16.8746326148739
"Wave_1339",16.8300967786613
"Wave_1340",16.7712249675388
"Wave_1341",16.6818721648425
"Wave_1342",16.5546950090305
"Wave_1343",16.4073499772987
"Wave_1344",16.2634926408275
"Wave_1345",16.0914237621151
"Wave_1346",15.9511990989962
"Wave_1347",15.8369360079144
"Wave_1348",15.6732660983898
"Wave_1349",15.5140682741496
"Wave_1350",15.3096985113745
"Wave_1351",15.0590562098065
"Wave_1352",14.8047056278516
"Wave_1353",14.543261404021
"Wave_1354",14.2430965170124
"Wave_1355",13.9325672177958
"Wave_1356",13.5668169071336
"Wave_1357",13.1546839558913
"Wave_1358",12.7204298803939
"Wave_1359",12.2421301670934
"Wave_1360",11.7470446847571
"Wave_1361",11.2247866432464
"Wave_1362",10.6907894038245
"Wave_1363",10.1626390677647
"Wave_1364",9.57681254220894
"Wave_1365",8.9567959515228
"Wave_1366",8.32680306725084
"Wave_1367",7.61672468774798
"Wave_1368",6.84255058237612
"Wave_1369",6.04773767155469
"Wave_1370",5.22079911314747
"Wave_1371",4.33251540216595
"Wave_1372",3.41327791273608
"Wave_1373",2.41984241374073
"Wave_1374",1.3359653933791
"Wave_1375",0.257896688667269
"Wave_1376",-0.856821848110081
"Wave_1377",-2.01224413579484
"Wave_1378",-3.20893718473607
"Wave_1379",-4.41279083115123
"Wave_1380",-5.64852953418803
"Wave_1381",-6.91541943667277
"Wave_1382",-8.24058503545307
"Wave_1383",-9.50658594049898
"Wave_1384",-10.8144274657678
"Wave_1385",-12.0506080815938
"Wave_1386",-13.2250581563772
"Wave_1387",-14.3578255689278
"Wave_1388",-15.4799596611353
"Wave_1389",-16.5201067563739
"Wave_1390",-17.4962569585726
"Wave_1391",-18.4294502976652
"Wave_1392",-19.2403256396807
"Wave_1393",-19.9706935020806
"Wave_1394",-20.6228673539908
"Wave_1395",-21.190348798822
"Wave_1396",-21.6668086681499
"Wave_1397",-22.0837719543249
"Wave_1398",-22.3790850302506
"Wave_1399",-22.5586336444189
"Wave_1400",-22.6698450986329
"Wave_1401",-22.6686514270085
"Wave_1402",-22.6356510695479
"Wave_1403",-22.5119479469288
"Wave_1404",-22.375006573088
"Wave_1405",-22.1753384599758
"Wave_1406",-21.9797966215162
"Wave_1407",-21.7546604740465
"Wave_1408",-21.523720287582
"Wave_1409",-21.2680844139417
"Wave_1410",-21.0289722262997
"Wave_1411",-20.7774068412856
"Wave_1412",-20.5407784089284
"Wave_1413",-20.3024249143223
"Wave_1414",-20.0968449197943
"Wave_1415",-19.9110172276244
"Wave_1416",-19.7333339937399
"Wave_1417",-19.5918371330484
"Wave_1418",-19.4863281366081
"Wave_1419",-19.3881169953549
"Wave_1420",-19.2983925618398
"Wave_1421",-19.2524467909169
"Wave_1422",-19.2280864680858
"Wave_1423",-19.2422414417023
"Wave_1424",-19.3054863003304
"Wave_1425",-19.3664692784997
"Wave_1426",-19.450331805422
"Wave_1427",-19.5462655161136
"Wave_1428",-19.6610937564035
"Wave_1429",-19.7749652994236
"Wave_1430",-19.8964429460854
"Wave_1431",-20.0348198221275
"Wave_1432",-20.1823944517955
"Wave_1433",-20.3347777429114
"Wave_1434",-20.5085108639455
"Wave_1435",-20.6793006936304
"Wave_1436",-20.8512912922787
"Wave_1437",-21.0222057762216
"Wave_1438",-21.1922838038436
"Wave_1439",-21.3720115707499
"Wave_1440",-21.5586474773508
"Wave_1441",-21.7402619577974
"Wave_1442",-21.9277909701448
"Wave_1443",-22.1189039002936
"Wave_1444",-22.2967988752552
"Wave_1445",-22.4688436975044
"Wave_1446",-22.6253383559991
"Wave_1447",-22.7760904825477
"Wave_1448",-22.9128333920791
"Wave_1449",-23.0335967987237
"Wave_1450",-23.1467522285256
"Wave_1451",-23.253029327485
"Wave_1452",-23.3459619269229
"Wave_1453",-23.4265680134617
"Wave_1454",-23.4955310266617
"Wave_1455",-23.5557806916852
"Wave_1456",-23.6005568038701
"Wave_1457",-23.6371267227422
"Wave_1458",-23.649176590887
"Wave_1459",-23.6351551466615
"Wave_1460",-23.6227868142698
"Wave_1461",-23.5841603713501
"Wave_1462",-23.5597736761008
"Wave_1463",-23.5488622415027
"Wave_1464",-23.5210151691798
"Wave_1465",-23.4868338546638
"Wave_1466",-23.4496865853215
"Wave_1467",-23.3990534338863
"Wave_1468",-23.3516665945389
"Wave_1469",-23.3028125917906
"Wave_1470",-23.2566707806626
"Wave_1471",-23.2098696310642
"Wave_1472",-23.164387780056
"Wave_1473",-23.1213934340903
"Wave_1474",-23.0842425673799
"Wave_1475",-23.0303095950222
"Wave_1476",-22.9700611431847
"Wave_1477",-22.9079172385555
"Wave_1478",-22.8379294555946
"Wave_1479",-22.7619859364553
"Wave_1480",-22.6858547998413
"Wave_1481",-22.5985344617291
"Wave_1482",-22.4967846662876
"Wave_1483",-22.399259251331
"Wave_1484",-22.3082429360793
"Wave_1485",-22.1910615131105
"Wave_1486",-22.055479348269
"Wave_1487",-21.9283358549055
"Wave_1488",-21.7925607276872
"Wave_1489",-21.6487184648997
"Wave_1490",-21.5156129933493
"Wave_1491",-21.3571016771506
"Wave_1492",-21.1683012948268
"Wave_1493",-20.9891934799937
"Wave_1494",-20.8017609609435
"Wave_1495",-20.6185069212345
"Wave_1496",-20.4369500844581
"Wave_1497",-20.2528873974339
"Wave_1498",-20.0799696301172
"Wave_1499",-19.8844737284583
"Wave_1500",-19.6805504704252
"Wave_1501",-19.4649645974985
"Wave_1502",-19.2204204041445
"Wave_1503",-18.9880281134267
"Wave_1504",-18.765133066895
"Wave_1505",-18.5243212096549
"Wave_1506",-18.2864612455822
"Wave_1507",-18.0302569718319
"Wave_1508",-17.7545128882945
"Wave_1509",-17.4677031720384
"Wave_1510",-17.1686033183683
"Wave_1511",-16.8529704212397
"Wave_1512",-16.5436189577452
"Wave_1513",-16.2309984223006
"Wave_1514",-15.8958612035741
"Wave_1515",-15.556538975485
"Wave_1516",-15.2018813673967
"Wave_1517",-14.822886981408
"Wave_1518",-14.4407606578414
"Wave_1519",-14.0482250240778
"Wave_1520",-13.6623745419827
"Wave_1521",-13.2711599913613
"Wave_1522",-12.8683165478141
"Wave_1523",-12.4677642987145
"Wave_1524",-12.058944770356
"Wave_1525",-11.6321826991105
"Wave_1526",-11.2063797392074
"Wave_1527",-10.7847007934575
"Wave_1528",-10.3541589682028
"Wave_1529",-9.91521899546582
"Wave_1530",-9.46742535523432
"Wave_1531",-9.01589138328742
"Wave_1532",-8.55772910729808
"Wave_1533",-8.09170552301494
"Wave_1534",-7.61267601712359
"Wave_1535",-7.12542803552149
"Wave_1536",-6.6323547540894
"Wave_1537",-6.12209007640435
"Wave_1538",-5.61246103899261
"Wave_1539",-5.09325871306657
"Wave_1540",-4.58496902482434
"Wave_1541",-4.07526587436366
"Wave_1542",-3.56969103641103
"Wave_1543",-3.06680558725187
"Wave_1544",-2.57770652979315
"Wave_1545",-2.10364929718012
"Wave_1546",-1.62086970156786
"Wave_1547",-1.14569534679647
"Wave_1548",-0.671014970592268
"Wave_1549",-0.189928107762874
"Wave_1550",0.29191943199657
"Wave_1551",0.774691314994253
"Wave_1552",1.24779603734039
"Wave_1553",1.72212168221207
"Wave_1554",2.19382114711868
"Wave_1555",2.64892510244353
"Wave_1556",3.08886485871618
"Wave_1557",3.52503832859763
"Wave_1558",3.95105334561619
"Wave_1559",4.38056336333441
"Wave_1560",4.80292239297787
"Wave_1561",5.22807143112665
"Wave_1562",5.65831202392973
"Wave_1563",6.07714886535871
"Wave_1564",6.49208356217591
"Wave_1565",6.89944487569779
"Wave_1566",7.30142238346735
"Wave_1567",7.6946198697971
"Wave_1568",8.08659524720315
"Wave_1569",8.45420871336802
"Wave_1570",8.81007132626143
"Wave_1571",9.14761452511089
"Wave_1572",9.46812181574181
"Wave_1573",9.76746364688835
"Wave_1574",10.0471770397378
"Wave_1575",10.3145342121325
"Wave_1576",10.5667396966122
"Wave_1577",10.7926461223159
"Wave_1578",10.9983236782572
"Wave_1579",11.1925876623339
"Wave_1580",11.3545319208353
"Wave_1581",11.5206693390782
"Wave_1582",11.680406110692
"Wave_1583",11.8365363328171
"Wave_1584",11.9939899410693
"Wave_1585",12.1281799222291
"Wave_1586",12.2531800967775
"Wave_1587",12.3638034281115
"Wave_1588",12.4542075571991
"Wave_1589",12.5330256028803
"Wave_1590",12.6066056129304
"Wave_1591",12.6576398742601
"Wave_1592",12.6733333141458
"Wave_1593",12.7023952127288
"Wave_1594",12.7265927146691
"Wave_1595",12.7440854698367
"Wave_1596",12.7709950444724
"Wave_1597",12.7777340452223
"Wave_1598",12.7565363597179
"Wave_1599",12.7469705710017
"Wave_1600",12.7402593595594
"Wave_1601",12.7212053664429
"Wave_1602",12.7237376964234
"Wave_1603",12.6802019246297
"Wave_1604",12.5918521007537
"Wave_1605",12.511350974764
"Wave_1606",12.4019168147419
"Wave_1607",12.3003521874536
"Wave_1608",12.2155498932653
"Wave_1609",12.1102433481624
"Wave_1610",11.9808995994018
"Wave_1611",11.8625725180406
"Wave_1612",11.7411899308048
"Wave_1613",11.6197000824241
"Wave_1614",11.4967548417652
"Wave_1615",11.3894860777579
"Wave_1616",11.2765261054941
"Wave_1617",11.1585746993505
"Wave_1618",11.0361181680757
"Wave_1619",10.9073869352384
"Wave_1620",10.7981622306872
"Wave_1621",10.6994510587448
"Wave_1622",10.6152339789174
"Wave_1623",10.5393197481669
"Wave_1624",10.4386573687275
"Wave_1625",10.3241836225461
"Wave_1626",10.2061694415492
"Wave_1627",10.0824765701306
"Wave_1628",9.94861775890057
"Wave_1629",9.82718423354303
"Wave_1630",9.718203104562
"Wave_1631",9.61967733287196
"Wave_1632",9.51642458378138
"Wave_1633",9.42164966985662
"Wave_1634",9.3261604077628
"Wave_1635",9.23180453427277
"Wave_1636",9.12900185545907
"Wave_1637",9.04056939874438
"Wave_1638",8.91319367459571
"Wave_1639",8.75512880138325
"Wave_1640",8.61214929918189
"Wave_1641",8.44719824812723
"Wave_1642",8.31313411254349
"Wave_1643",8.20416364351546
"Wave_1644",8.07036985045778
"Wave_1645",7.93230761713308
"Wave_1646",7.80599260719867
"Wave_1647",7.64949089327892
"Wave_1648",7.56761184604878
"Wave_1649",7.52736194820816
"Wave_1650",7.49488852026084
"Wave_1651",7.50879035627369
"Wave_1652",7.50953373468964
"Wave_1653",7.51768011646509
"Wave_1654",7.52183291163041
"Wave_1655",7.53928120261858
"Wave_1656",7.54036903452929
"Wave_1657",7.53711166988321
"Wave_1658",7.51672739406595
"Wave_1659",7.46393223049123
"Wave_1660",7.46145561767215
"Wave_1661",7.47459918575216
"Wave_1662",7.47618833980059
"Wave_1663",7.50640358820976
"Wave_1664",7.51934303350307
"Wave_1665",7.49451562583471
"Wave_1666",7.51537699806751
"Wave_1667",7.55215669073249
"Wave_1668",7.62339746889266
"Wave_1669",7.72375599246113
"Wave_1670",7.82563147321037
"Wave_1671",7.96202495587319
"Wave_1672",8.08841286046043
"Wave_1673",8.2017118180575
"Wave_1674",8.34827104694521
"Wave_1675",8.5080262302442
"Wave_1676",8.6948246498622
"Wave_1677",8.90924852281365
"Wave_1678",9.13261316951342
"Wave_1679",9.38143860881459
"Wave_1680",9.62300193426012
"Wave_1681",9.85596377277509
"Wave_1682",10.1404357239151
"Wave_1683",10.4564929651911
"Wave_1684",10.768263406211
"Wave_1685",11.135023115156
"Wave_1686",11.4321124268729
"Wave_1687",11.6919980446863
"Wave_1688",11.9593263350589
"Wave_1689",12.2074924181954
"Wave_1690",12.4524942009969
"Wave_1691",12.7105943653183
"Wave_1692",12.9173346962715
"Wave_1693",13.0981837463043
"Wave_1694",13.2527856990814
"Wave_1695",13.3669529177738
"Wave_1696",13.4741598042642
"Wave_1697",13.5603120093211
"Wave_1698",13.6353294049574
"Wave_1699",13.702306159495
"Wave_1700",13.7328605859303
"Wave_1701",13.7396600162177
"Wave_1702",13.7238487358428
"Wave_1703",13.6727234380444
"Wave_1704",13.6175923611018
"Wave_1705",13.5520648146659
"Wave_1706",13.4651765504509
"Wave_1707",13.3566730537164
"Wave_1708",13.2296953558756
"Wave_1709",13.0730025654509
"Wave_1710",12.9285109607974
"Wave_1711",12.7608550626122
"Wave_1712",12.6379910011976
"Wave_1713",12.5273720485465
"Wave_1714",12.4396091532127
"Wave_1715",12.3629055698618
"Wave_1716",12.335003226527
"Wave_1717",12.3317326496364
"Wave_1718",12.3817352609347
"Wave_1719",12.5077695850282
"Wave_1720",12.6023175373467
"Wave_1721",12.720119513638
"Wave_1722",12.8300767491398
"Wave_1723",12.917678956801
"Wave_1724",13.0501175982565
"Wave_1725",13.2401625190347
"Wave_1726",13.3539190718712
"Wave_1727",13.477362806134
"Wave_1728",13.5264373337886
"Wave_1729",13.5058786266513
"Wave_1730",13.4605664698056
"Wave_1731",13.3894337369857
"Wave_1732",13.2599654446037
"Wave_1733",13.0860539508107
"Wave_1734",12.8633422265127
"Wave_1735",12.5836082175962
"Wave_1736",12.2861882424206
"Wave_1737",11.9613423240859
"Wave_1738",11.6176198952222
"Wave_1739",11.2817178573647
"Wave_1740",10.9249254979844
"Wave_1741",10.5499116152993
"Wave_1742",10.1624898646506
"Wave_1743",9.76481352150353
"Wave_1744",9.39857996622282
"Wave_1745",9.04384543030858
"Wave_1746",8.68944876097724
"Wave_1747",8.35446064974262
"Wave_1748",8.01850404561313
"Wave_1749",7.68930949229
"Wave_1750",7.3873489372962
"Wave_1751",7.11009658899555
"Wave_1752",6.84108321855831
"Wave_1753",6.55200478747476
"Wave_1754",6.26749651464484
"Wave_1755",6.00051256461194
"Wave_1756",5.73567472578215
"Wave_1757",5.49013239190049
"Wave_1758",5.27123234065001
"Wave_1759",5.02937673545617
"Wave_1760",4.75865871858526
"Wave_1761",4.49754668330948
"Wave_1762",4.22674541851226
"Wave_1763",3.96236963727175
"Wave_1764",3.71471464026838
"Wave_1765",3.44361439538498
"Wave_1766",3.15978625676991
"Wave_1767",2.87863622581821
"Wave_1768",2.58177107222122
"Wave_1769",2.2632325792567
"Wave_1770",1.92776343763909
"Wave_1771",1.59125350743809
"Wave_1772",1.25119523558235
"Wave_1773",0.932916354379157
"Wave_1774",0.641911227937834
"Wave_1775",0.339886811529553
"Wave_1776",0.073910141110042
"Wave_1777",-0.17631044118845
"Wave_1778",-0.442989442108971
"Wave_1779",-0.671741891615102
"Wave_1780",-0.883783831445037
"Wave_1781",-1.11267021260438
"Wave_1782",-1.35181411681634
"Wave_1783",-1.60509189847009
"Wave_1784",-1.90924283073554
"Wave_1785",-2.13713839807365
"Wave_1786",-2.27952107560815
"Wave_1787",-2.4725333037373
"Wave_1788",-2.65606272794567
